token_url,token_url,token_handle,2
token_start,token_handle,past,1
for,scuttling,probe,1
heard,of,such,1
years,for,an,1
again,goes,shameful,2
token_handle,token_url,imverm,1
modi,'',token_hash,1
n,pappu,go,1
subrata,roy`s,releas,9
on,token_hash,token_url,1
pm,modi,offers,2
can,any,pay,1
media,when,modi,2
retards,told,who,1
token_handle,as,he,1
to,venue,token_hash,1
token_start,now,in,1
designed,controversy,lutyens,2
discusses,trade,,,1
shattered,&,bruised,1
not,religion,or,2
and,aunthies,in,1
a,perfect,pupp,1
token_hash,we,can,1
token_handle,token_handle,namo,1
get,stronger,at,5
india,'s,oil,1
of,token_hash,under,1
token_handle,we,have,1
being,sabotaged,to,1
last,decade,while,1
there,is,a,2
growth,,,then,2
expats,in,uae,1
's,on,foreign,1
controlled,by,nagpur,1
token_start,token_handle,token_handle,2
's,visit,to,3
paner,of,uae,2
token_handle,today,there,1
token_handle,token_handle,must,1
meets,token_hash,p,1
us,to,give,1
token_url,token_hash,offers,1
token_hash,modi,with,1
``,communal,modi,1
uae,with,$,1
as,he,has,1
token_start,read,the,1
development,mission,a,1
stronger,at,rs.40/-,5
ab,u,should,1
by,this,letter,1
naga,accord,is,1
a,determined,effo,1
token_url,token_handle,token_hash,1
modi,modi,chant,1
token_start,token_handle,it,1
to,a,mosque,3
,,says,uae,1
dear,token_handle,please,1
token_start,in,foreign,1
now,rely,on,1
token_handle,kejri,&,1
chants,in,mosque,1
3rd,largest,trade,2
welcomes,token_hash,modi,1
token_hash,token_hash,token_hash,3
&,ego,of,1
foreign,soil,token_url,1
into,chilled,water,1
the,regressive,india,1
chilling,warning,till,1
is,as,spineless,2
says,he,is,2
immersed,into,chilled,1
rajdeep,&,sagarika,2
token_start,only,6000,1
you,token_hash,token_url,1
modi,ji,token_handle,1
in,national,herald,2
countries,in,the,3
previous,governments,in,1
indian,pm,to,1
colleagues,instead,of,1
sarkar,is,as,2
all,pride,&,1
to,uae,&,2
r,mourning,demise,1
token_handle,token_handle,token_handle,5
of,namo,'s,1
want,100,%,3
lalit,modi,helping,1
wud,you,want,3
ed,chief,for,1
visit,to,uae,2
pm,i,would,1
token_url,token_handle,just,1
of,5,years,1
pm,modi,not,2
what,modi,did,1
determined,effo,to,1
a,token_url,is,1
my,ungles,and,1
sheikh,zayed,mosque,2
thinking,and,feeling,1
and,attend,iftar,1
foreign,trips,cl,1
the,situation..,if,1
token_handle,waiting,for,1
token_handle,pm,modi,3
'',modi,is,1
for,token_handle,token_hash,1
says,uae,on,1
visit,as,a,1
modi,congratulates,saina,1
is,why,modi,1
trip,ndtv,token_url,1
soon,first,pics,2
why,modi,is,1
open,its,mouth,1
token_handle,it,is,5
',delhi,pm,1
example,of,what,1
token_hash,modi,is,1
of,sonia,gandhi,1
giving,suggestions,2,1
modi,,,whose,1
token_start,narendra,modi,1
modi,helping,sahara,1
token_handle,the,modi,1
must,be,taken,1
you,want,100,3
controversial,businessman,lalit,1
is,lalit,modi,1
silver,medal,token_url,1
on,foreign,soil,2
strong,lobby,4,1
zayed,mosque,,,1
bring,burnol,to,1
that,caused,congress,1
token_handle,india,has,1
see,more,a,2
to,adarsh,liberals,1
pathetic,ego-trip,and,1
saina,nehwal,on,1
in,rubber,&,3
to,use,and,1
indian,premier,league,1
congress,so,shameless,1
joint,statement,,,2
to,now,rely,1
to,arrive,for,1
modi,connection,emerges,1
token_url,is,lalit,1
investment,in,india,1
open,in,20,1
when,modi,is,2
n,sing,propaganda,1
was,a,pm,1
token_hash,token_url,token_hash,1
tweets,of,narendra,1
in,foreign,policy,1
,,modi,ji,1
unlike,modi,govt,1
token_start,congi,retards,1
token_url,token_handle,has,1
modi,does,n't,1
token_handle,prepares,five-course,1
tried,to,fool,1
street,goon,sardesai,12
jail,former,indian,1
modi,with,open,1
to,25,country,1
for,an,indian,1
token_start,there,is,1
has,to,now,1
aaptards,r,mourning,1
to,hear,namo,1
34,years,for,1
uae.we,never,heard,1
will,open,in,1
seats,in,dubai,1
',of,token_hash,1
chief,for,scuttling,1
modi,ji,up-close,1
and,keep,stock,1
token_url,token_hash,token_handle,1
why,modi,has,1
token_hash,token_handle,token_url,2
why,wud,you,3
burnol,to,use,1
with,indian,expats,1
first,pics,of,2
atmosphere,aka,madison,12
modi,is,best,2
might,help,you,1
&,sheikh,zayed,1
come,here,pm,1
15,mo,token_url,3
&,rofl,tweet,1
here,pm,modi,1
token_start,token_url,token_handle,7
,,whose,token_url,1
token_url,token_handle,pm,2
token_handle,event,in,1
token_hash,token_handle,foreseeing,1
token_start,defensetoken_handle,token_handle,1
ed,has,stopped,1
50,lakh,houses,1
be,taken,&,1
token_handle,70,thousand,1
potentia,pm,token_hash,1
dawood,in,uae.we,1
do,it,in,1
may,hasten,subrata,9
&,more,token_handle,1
25,countries,token_url,1
token_handle,token_url,token_handle,2
needs,,,says,1
that,it,took,1
is,remote,controlled,1
in,one,pic,1
'conciliatory,gesture,',1
have,been,thinking,1
,,the,emperor,1
india,'s,growth,3
various,cubby,holes,1
can,do,in,1
like,congis,he,1
know,that,the,5
now,in,uae,1
investments,token_url,token_handle,1
exactly,what,modi,1
roy`s,releas,repo,1
holes,in,lutyens,1
token_url,token_url,lalit,1
token_url,token_handle,crowd,12
hotel,deal,controversial,1
subsidy,token_hash,token_url,1
visited,25,countries,4
p,discusses,trade,1
the,desperation,which,1
lutyens,',delhi,1
ji,up-close,and,1
most,chilling,warning,1
delhi,pm,modi,1
rep,token_url,token_handle,2
token_hash,in,islamic,1
has,done,what,1
token_handle,people,cheering,2
modi,offers,1,2
dear,token_handle,ji,1
us,show,it,2
burnol,wake,of,1
of,his,pay,1
of,stage,and,2
countries,in,15,4
ego,of,modi,1
is,congress,so,1
&,bruised,,,1
ashamed,that,it,1
for,pm,modi,2
4,burnol,wake,1
wake,of,modi,1
token_hash,offers,$,1
the,modi,sarkar,2
mosque,'',token_hash,1
sahara,hotel,deal,1
modi,has,new,1
token_start,bumper,to,1
venue,token_hash,token_url,1
skull,caps,and,1
business,honchos,token_url,1
thousand,people,are,1
generates,token_handle,both,1
pm,token_hash,woos,1
the,naga,accord,1
took,34,years,1
first,media,said,1
lalit,modi,connection,1
to,uae,see,2
2,years,back,1
token_start,token_handle,token_url,1
pm,to,come,1
regressive,india,,,1
modi,bhakts,are,1
while,dawood,always,1
controversy,lutyens,media,2
token_handle,token_handle,in,1
crowd,chanting,modi,12
token_hash,token_hash,token_handle,4
you,are,just,1
has,reached,some,1
honchos,token_url,token_url,1
stage,and,seating,2
modi,to,ua,1
releas,rep,token_url,8
guys,are,escalating,1
in,abu,dubhai,1
pm,modi,ji,1
modi,woos,uae,1
in,mosque,,,1
orop,guys,are,1
to,create,skilled,1
d,fun,token_hash,12
token_url,token_handle,token_handle,3
under,modi,govt,1
of,people,to,1
token_start,it,has,2
we,need,modi,1
token_handle,aap,delhi,1
due,to,to,1
an,interesting,shot,1
token_hash,token_url,what,1
token_handle,namo,check,1
%,fdi,in,3
attacks,previous,governments,1
around,as,pride,1
india,matters,for,2
immediate,possibility,of,1
in,cross,border,1
modi,govt,who,1
sahara,chief,subrata,1
dawood,always,existed.now,1
modi,tried,to,1
pride,&,ego,1
token_handle,ed,has,1
wrapped,around,as,1
pay,colleagues,instead,1
i,am,confident,1
6000,houses,were,1
token_hash,shattered,&,1
&,coffee,plantations,3
effo,to,create,1
leave,nh,case,1
citizen,paicipation,in,1
modi,chant,at,1
token_url,jan,bhagidari,1
aap,delhi,govt,1
neutralised,in,2,2
congis,dynasty,token_handle,1
secratly,wanted,keajari,1
statement,,,rajdeep,2
stopped,investigation,of,1
is,a,immediate,1
token_handle,now,why,2
indian,expats,in,1
token_hash,token_hash,modi,2
politics,,,modi,1
ji,secratly,wanted,1
read,the,content,1
political,pay,token_handle,1
trade,,,investment,1
after,creating,a,1
pm,visited,dubai,2
had,promissed,50,1
gates,will,open,1
modi,had,promissed,1
wat,is,timing,1
this,is,exactly,1
fun,token_hash,token_url,12
modi,generates,token_handle,1
&,rahul,gandhi,1
be,roaring,soon,1
in,15,months,1
demand,4,burnol,1
per,dollar,if,5
token_url,modi,visits,3
'',token_hash,token_url,1
token_url,token_handle,quoting,1
been,neutralised,in,2
temple,uae,&,1
token_url,the,naga,1
a,mosque,'',1
kumar,n,other,1
token_hash,p,discusses,1
token_start,street,goon,12
to,your,country,2
congress,slams,modi,1
your,money,,,2
to,open,its,1
&,token_hash,in,1
be,really,worried,1
brought,unprecedented,citizen,1
traffic,to,venue,1
token_url,token_handle,land,1
as,a,maggi,2
is,the,desperation,1
token_handle,token_url,pm,1
to,mosque,'',1
as,india,'s,2
possibility,of,1,1
previous,govt,'s,1
in,2013.,looks,1
token_hash,business,honchos,1
uae,media,is,1
foreseeing,demand,4,1
has,stopped,investigation,1
token_url,what,a,1
sickos,to,say,1
badminton,championships,silver,1
zuperb,token_hash,token_handle,1
will,'train,',1
mission,in,last,1
cubby,holes,in,1
token_url,pm,modi,1
hear,token_hash,in,1
token_start,but,without,2
,,rajdeep,&,2
token_start,token_hash,token_hash,3
help,sahara,grou,9
rupee,will,get,5
had,bluntly,said,1
token_handle,token_hash,&,1
regn,to,hear,1
token_url,modi,jee,1
token_url,token_handle,first,1
token_hash,token_hash,we,1
token_handle,token_hash,token_hash,2
rea,token_url,token_handle,1
token_hash,token_hash,meets,1
token_start,thiz,iz,1
this,is,the,1
token_handle,rightly,put,1
token_handle,past,it,1
and,self-applauding,by,1
modi,comes,to,5
should,remember,he,1
's,growth,,,2
token_handle,marhaba,namo,1
lost,pride,due,1
's,trip,ndtv,1
pm,narendra,modi,1
roaring,soon,first,2
india,,,yes,1
up-close,and,personal,1
token_start,hypocri,token_handle,1
like,token_handle,has,1
token_hash,token_url,pm,1
mess,and,ditching,1
in,20,minutes,1
today,and,future,1
token_hash,the,modi,1
sagarika,clarified,that,2
to,let,sonia,1
delhi,govt,says,1
pm,of,india,1
token_hash,token_handle,it,1
who,will,'train,1
has,modi,,,1
matters,for,pm,2
of,india,token_handle,1
'',token_hash,token_hash,1
to,their,own,1
&,bh,crowd,1
gave,solemn,assurance,1
scuttling,probe,in,1
modi,is,on,2
visit,to,sheikh,1
,,invest,in,1
in,the,last,3
in,india,,,1
namo,outside,guj,1
donated,in,2013.,1
newly,adde,modi,1
was,going,on,1
sabotaged,to,let,1
token_url,token_handle,thanks,1
a,shot,token_url,1
token_url,token_handle,now,3
the,modi,'s,2
token_handle,thanks,to,1
namo,check,the,1
in,token_hash,the,1
month,prime,minister,4
businessman,lalit,modi,1
&,aaptards,r,1
targeting,previous,govt,1
then,take,bonanza,2
but,without,it,2
not,nation,flag,1
it,was,bad,2
without,it,india,2
token_url,token_handle,wat,1
as,pride,&,1
's,oil,needs,1
dubhai,will,finally,1
a,mess,and,1
hits,back,token_url,1
is,ashamed,tht,2
writes,to,token_hash,1
modi,what,an,1
mouth,after,creating,1
helping,sahara,chief,1
create,skilled,india,1
nation,flag,lalit,1
modi,jee,must,1
so,shameless,to,1
ndtv,token_url,72k,1
that,it,was,2
35k,seats,in,1
decade,while,dawood,1
modi,attacks,previous,1
modi,modi,'',1
other,political,pay,1
token_url,token_handle,after,1
pride,&,regarding,1
modi,&,muslims,1
finally,go,to,1
mo,token_url,modi,2
invest,in,it,1
has,new,issue,1
woos,token_hash,business,1
india,,,i,1
first,groups,of,1
minister,narendra,modi,4
token_url,lalit,modi,8
knows,namo,outside,1
of,modi,has,1
quoting,ab,u,1
token_url,token_handle,modi,1
who,knows,namo,1
b/c,modi,gave,1
pappu,go,free,1
dollars,of,investment,1
their,own,temble,1
modi,travelled,to,1
skilled,india,pm,1
india,pm,modi,1
token_handle,thats,y,2
it,is,being,1
if,indians,were,1
sardesai,cant,distract,12
for,indian,pm,1
token_handle,in,domestic,1
uae,on,pm,1
more,token_handle,launches,1
that,the,rupee,5
of,investment,in,1
keep,stock,for,1
why,modi,govt,1
visited,dubai,in,2
a,joint,statement,2
adde,modi,woos,1
lalit,modi,,,1
to,bumper,traffic,1
pm,modi,'s,2
',thm,2,1
say,``,all,1
dollars,pm,modi,1
in,last,decade,1
mr.,modi,all,1
token_url,modi,is,1
power,token_url,token_handle,3
kn,modi,is,1
that,india,matters,2
imverm,sonaliranad,now,1
caps,and,attend,1
speech,in,dubai,1
does,it,everytime,1
and,seating,arrangements,2
does,n't,need,1
best,pm,of,1
india,token_handle,marhaba,1
emerges,in,sahara,1
trillion,dollars,of,1
which,modi,generates,1
refreshing,to,know,5
end,of,5,1
tricolor,without,chakra,1
in,sahara,hotel,1
as,spineless,as,2
token_start,token_handle,nails,1
outside,guj,token_url,1
this,is,why,1
what,an,interesting,1
rubber,&,coffee,3
shot,token_url,token_handle,1
indian,pm,token_handle,1
rely,on,parody,1
pm,token_handle,event,1
modi,2,years,1
25,countries,in,7
nitish,kumar,n,1
foreign,policy,,,1
wear,skull,caps,1
,,let,us,2
warning,till,date,1
escalating,the,situation..,1
token_handle,token_url,token_hash,1
pl,do,n't,1
is,an,example,1
mosque,siculars,please,1
thm,2,beg,1
is,on,a,2
invest,your,money,2
in,uae,will,1
uae,that,caused,2
on,mission,dawood,1
2013.,looks,like,1
in,token_hash,token_url,1
are,just,showing,1
arrive,for,indian,1
bumper,to,bumper,1
he,is,ashamed,2
&,muslims,deserve,1
attend,iftar,paies..thats,1
token_handle,has,modi,1
token_start,a,perfect,1
mostly,w,token_handle,1
token_url,token_handle,point,1
are,mostly,w,1
100,%,fdi,3
muslims,deserve,better,1
congratulates,saina,nehwal,1
five-course,100karat,gold,1
electrifying,atmosphere,aka,12
is,being,sabotaged,1
token_url,token_hash,token_hash,3
uae,&,rofl,1
case,token_url,token_handle,1
shot,from,today,1
token_start,has,brought,1
fool,the,people,1
ego-trip,and,self-applauding,1
what,a,shot,1
by,visiting,uae,1
while,in,gov,1
token_start,token_hash,modi,1
lalit,modi,to,9
aunthies,in,abu,1
an,indian,pm,1
a,'conciliatory,gesture,1
dont,outrage,so,2
houses,were,built,1
1,trillion,investments,1
grou,may,hasten,9
visit,to,a,2
to,mr.,modi,1
token_hash,token_url,token_handle,22
unprecedented,citizen,paicipation,1
token_url,token_handle,ed,1
and,personal,with,1
token_handle,imagine,tweets,1
new,issue,``,1
today,'s,toi,1
uae,will,cause,1
future,htt,token_handle,1
been,thinking,and,1
worried,by,this,1
to,rehabilitate,children,1
pm,modi,token_handle,1
from,two,women,1
cause,heaburn,in,1
is,timing,of,1
namo,against,35k,1
arun,jaitley,from,1
lines,token_hash,token_hash,2
interesting,shot,from,1
abu,dubhai,will,1
a,mosque,in,2
token_start,most,chilling,1
let,sonia,n,1
nation,'s,protectors,1
token_hash,could,not,1
on,a,successful,2
for,temple,was,1
token_start,electrifying,atmosphere,13
assurance,these,orop,1
trips,cl,newly,1
championships,silver,medal,1
it,took,34,1
&,token_handle,we,1
,,investment,token_url,1
in,lutyens,',1
of,1,trillion,1
token_start,invest,your,2
,,they,will,1
in,islamic,nation,1
investment,potentia,pm,1
now,you,are,1
modi,has,reached,1
firing,and,mms,1
groups,of,people,1
personal,with,indian,1
token_handle,by,visiting,1
months,modi,travelled,1
they,will,overcome,1
from,today,'s,1
hear,namo,against,1
has,$,1,2
narendra,modi,congratulates,1
token_handle,since,yesterday,1
token_handle,dear,token_handle,1
goon,sardesai,cant,12
modi,to,restore,1
going,on,foreign,1
was,already,donated,1
of,narendra,modi,1
modi,has,visited,4
,,this,is,1
token_url,pm,narendra,1
we,have,already,1
swach,jal,pahunchao,1
is,not,going,1
bhagidari,',of,1
two,women,in,1
people,yet,again.,1
token_hash,token_url,jan,1
countries,token_url,token_handle,1
token_handle,land,for,1
is,exactly,what,1
modi,ji,is,1
h,token_handle,it,1
token_start,token_handle,people,2
token_hash,welcomes,token_hash,1
communal,modi,'',1
token_hash,token_handle,marhaba,1
prepares,five-course,100karat,1
bruised,,,they,1
solemn,assurance,these,1
token_url,is,congress,1
to,ua,india,1
is,best,pm,1
border,firing,and,1
hasten,subrata,roy`s,9
modi,will,change,1
,,i,am,1
chakra,is,not,1
houses,in,5years,1
caused,token_handle,thats,1
go,to,their,1
chanting,``,modi,1
for,today,and,1
a,maggi,noodle,2
give,up,subsidy,1
's,protectors,on,1
subrata,roy,get,1
was,``,communal,1
15,months,modi,1
token_url,token_handle,india,2
waiting,for,sickos,1
token_url,token_handle,70,1
ji,pl,do,1
token_handle,nails,it,1
meeting,india,'s,1
token_handle,point,must,1
of,such,mission,1
need,modi,to,1
by,abusing,modi,1
token_handle,watc,modi,1
is,yet,again,2
&,g,token_url,1
token_url,token_handle,in,1
some,of,his,1
1,trillion,investment,3
mourning,demise,of,1
and,mms,was,1
policy,,,by,1
token_hash,&,token_hash,1
confused,modi,bhakts,1
to,come,here,1
token_url,token_hash,welcomes,1
,,modi,had,1
and,narendra,modi,1
of,giving,suggestions,1
the,rupee,will,5
without,chakra,is,1
gandhi,in,national,1
bh,crowd,chanting,1
of,jail,former,1
largest,trade,paner,2
begging,on,streets,1
a,renowned,person,1
n,other,political,1
thanks,to,mr.,1
shameless,to,open,1
indian,pm,modi,1
take,bonanza,returns,2
and,ditching,nation,1
is,best,the,1
chief,subrata,roy,1
modi,'s,trip,1
token_handle,jame,masjid,1
media,is,asking,1
trillion,potential,,,1
dollar,if,modi,5
token_url,token_handle,today,1
heaburn,in,various,1
modi,'s,visit,3
modi,&,bh,1
a,immediate,possibility,1
bhakts,are,mostly,1
please,tell,token_handle,1
what,token_hash,could,1
issue,``,swach,1
pics,of,stage,2
pm,token_handle,in,1
going,to,mosque,1
n't,need,us,1
at,rs.40/-,per,5
connection,emerges,in,1
token_start,he,does,1
in,uae,that,2
token_handle,now,you,1
skill,development,mission,1
,,a,tricolor,1
for,targeting,previous,1
govt,says,modi,1
nh,case,with,1
modi,has,gone,1
these,orop,guys,1
till,the,end,1
in,it,,,1
token_hash,token_url,token_url,1
beg,n,sing,1
ua,india,has,1
were,dying,in,1
,,yes,1,1
just,b/c,modi,1
rofl,tweet,of,2
token_hash,token_hash,token_url,5
self-applauding,by,indian,1
get,out,of,1
like,,,modi,1
govt,come,ib.j.p,1
token_handle,in,a,2
people,to,arrive,1
token_start,this,is,1
get,back,what,1
and,future,htt,1
a,token_url,token_url,1
token_handle,rofl,tweet,1
delhi,govt,to,1
change,the,regressive,1
said,no..,token_handle,1
token_handle,delhi,govt,1
it,in,india,1
in,domestic,politics,1
&,not,the,2
repo,token_url,lalit,1
token_start,we,need,1
jame,masjid,of,1
a,pm,i,1
for,india,'s,1
mms,was,going,1
on,pm,modi,1
token_start,lion,will,1
built,till,the,1
token_url,token_handle,token_url,1
understand,your,frustration,1
ungles,and,aunthies,1
token_handle,just,b/c,1
lost,his,shine,1
dubai,grand,mosque,2
indians,were,dying,1
token_start,this,map,1
fdi,in,rubber,3
zimbly,zuperb,token_hash,1
congi,retards,told,1
with,open,arms,1
,,really,lost,1
has,immersed,into,1
oppounity,to,uae,2
2,nitish,kumar,1
token_url,india,for,1
map,and,info,1
bluntly,said,no..,1
``,why,modi,2
by,indian,pm,1
token_start,so,,,1
token_hash,in,one,1
money,,,let,2
point,must,be,1
ditching,nation,'s,1
person,like,token_handle,1
token_handle,marhaba,modi,3
is,a,strong,1
token_hash,token_handle,kejri,1
tell,token_handle,you,1
&,regarding,namo,1
token_url,open,to,1
70,thousand,people,1
mosque,,,this,1
back,to,your,2
said,dont,outrage,2
he,has,done,1
his,mosque,visit,1
yes,1,trillion,1
of,the,day,2
of,what,modi,1
thiz,iz,zimbly,1
token_handle,please,tell,1
day,token_url,token_handle,1
it,india,3rd,2
rahul,gandhi,in,1
both,modi,&,1
bumper,traffic,to,1
oppounity,to,token_hash,1
token_handle,in,15,1
token_handle,token_handle,first,1
distract,d,fun,12
to,token_hash,blames,1
token_handle,first,media,1
the,end,of,1
now,why,wud,3
token_hash,woos,token_hash,1
domestic,politics,,,1
of,modi,chants,1
india,for,sale,2
congis,he,had,1
1,trillion,potential,1
indias,lost,pride,1
repos,token_handle,token_url,1
trillion,investment,oppounity,2
do,in,token_hash,1
prime,minister,narendra,4
really,worried,by,1
visiting,uae,&,1
72k,regn,to,1
nehwal,on,winning,1
hypocri,token_handle,prepares,1
sonaliranad,now,why,1
token_start,chanting,``,1
must,rea,token_url,1
a,tricolor,without,1
demise,of,token_hash,1
w,token_handle,marhaba,2
religion,or,caste,2
critics,kn,modi,1
mission,dawood,in,1
i,would,be,1
against,35k,seats,1
oil,needs,,,1
for,sickos,to,1
abusing,modi,&,1
potential,,,invest,1
15,month,prime,4
$,1,trillion,3
of,some,of,1
dinner,for,token_handle,1
in,a,joint,2
modi,not,religion,2
1-trillion,investment,oppounity,1
such,mission,in,1
it,has,been,2
enough,for,india,1
at,abu,dhabi,1
``,modi,modi,1
tht,no,pm,2
creating,a,mess,1
2,beg,n,1
token_handle,must,rea,1
he,does,it,1
deserve,better,than,1
``,swach,jal,1
your,frustration,token_handle,1
if,like,congis,1
token_hash,while,waiting,2
modi,chants,in,1
token_handle,if,i,1
blames,ed,chief,1
govt,who,will,1
in,uae.we,never,1
chilled,water,'',1
token_url,token_hash,token_url,2
dilli,and,narendra,1
's,growth,token_hash,1
perfect,pupp,token_handle,1
since,yesterday,i,1
open,to,meeting,1
&,sagarika,clarified,2
ashamed,tht,no,2
token_start,token_url,is,1
rep,token_url,lalit,6
has,brought,unprecedented,1
emperor,,,really,1
i,was,a,1
will,get,stronger,5
to,fool,the,1
years,back,if,1
said,``,why,1
token_url,imverm,sonaliranad,1
restore,indias,lost,1
,,repos,token_handle,1
jaitley,from,two,1
,,modi,tried,1
never,heard,of,1
token_handle,foreseeing,demand,1
power,token_url,token_hash,1
no..,token_handle,since,1
than,viewing,his,1
the,gates,will,1
open,arms,token_hash,1
token_url,token_handle,rightly,1
token_handle,you,get,1
token_handle,quoting,ab,1
mission,a,determined,1
token_start,confused,modi,1
token_handle,ji,pl,1
token_start,lion,roaring,2
,,congress,hits,1
and,info,might,1
token_start,token_handle,watc,1
token_handle,modi,does,1
to,give,up,1
did,to,adarsh,1
